Thijssen,Dekker,Khanna,Mkhatrishvili,Schlapp,Marijnen,Zou,Mynott,Ning,Schmidt,Spanjers,Market
0.61,-0.66,-0.44,-1.04,-0.61,-0.82,-0.66,-0.66,0.43,-0.63,-0.6,-0.43
-0.06,-0.56,-0.61,-0.46,-0.32,-0.44,-1.31,-0.73,-0.7,-0.56,-0.08,-0.41
-0.79,-0.15,0.06,0.27,0.48,0.4,0.34,-0.06,0.49,0.34,0.39,0.15
-1.94,-1.12,-1.23,-1.12,-0.91,-1.23,-1.16,-0.89,-2.39,-0.83,-0.87,-1.29
-2.32,-0.27,0.03,0.11,1.51,0.38,0.25,0.38,0.33,0.72,-0.08,0.37
-3.54,-0.97,-1.07,-1.56,-0.8,-1.62,-1.12,-1.44,-0.53,-0.99,-1.31,-1.63
0.27,-0.26,-0.77,0.69,0.54,0.14,0.32,0.98,-0.35,0.18,0.16,-0.04
-0.43,1.11,0.81,1.27,1.82,1.08,1.4,1.47,1.8,1.85,1.29,1.28
-1.31,-0.56,-0.41,-1,-1.4,-0.46,-0.73,-0.17,-0.94,-0.71,-0.33,-0.57
-0.8,-0.19,-0.51,-0.16,0.18,0.22,0.56,0.36,1.14,0.27,0.34,1.23
-0.13,0.36,1.3,-0.06,0.02,-0.01,-0.38,0.57,0.11,0.24,0.23,-0.2
3.67,1.24,1.17,0.64,1.82,1.02,0.94,0.73,2.35,0.22,0.68,1.08
-2.6,1.22,-0.15,0.13,-0.17,0.13,0.06,-0.31,-0.9,0.6,0.67,-0.36
0.91,0.76,0.99,1.22,0.23,0.39,0.75,0.6,1.17,0.79,-0.05,0.81
-0.24,1.66,1.18,0.49,0,0.25,0.03,-0.59,0.03,0.51,0.04,-0.19
0.64,1.52,0.69,0.8,-0.06,-0.01,0.4,0.03,-0.82,0.44,0.14,-0.51
1.42,-0.83,-1.98,-1.2,-1.37,-2.36,-1.73,-2.01,-0.91,-1.54,-2.45,-1.56
1.05,-0.23,-0.4,-0.09,0.24,-0.27,-0.09,-0.15,-0.63,-0.84,-0.1,-0.22
-1.74,0.71,0.66,0.55,-0.05,0.57,0.59,0.39,0.47,0.78,0.66,0.32
0.87,0.62,1.47,1.26,0.02,0.82,1.33,0.9,1.48,1.21,0.91,1.24
-0.61,-0.19,-0.28,-0.18,-0.95,-0.3,-0.11,-0.33,-0.05,-0.13,-0.52,-0.75
0.54,0.06,-1.38,-0.08,0.01,-0.18,-0.38,-0.47,0.19,-0.58,-0.23,-0.38
1.52,0.38,1.02,0.95,1.42,0.29,0.75,-0.8,0.61,1.04,0.41,0.35
3.67,0.83,0.36,0.07,0.67,0.36,0.44,0.18,0.95,-0.15,0.31,0.61
2.9,0.15,-0.14,-0.83,-0.18,-0.09,-0.67,0.11,-1.01,-0.46,0.07,-0.22
-2.24,0.9,1.03,0.6,0.41,0.39,0.5,0.78,-0.46,1.03,0.83,0.37
2.07,-0.14,0.05,-0.01,-0.2,0.36,0.29,-0.13,-0.41,-0.24,0,0.41
0.35,0.12,0.08,-0.17,0.07,0.43,-0.19,0.37,0.92,0.27,0.48,0.49
-0.56,-0.65,-0.15,0.49,0.01,-0.14,-0.42,-0.25,-0.82,0.07,0.18,-0.38
4.06,-0.52,-0.42,0.71,0.3,0.05,0.11,-0.02,0.44,-0.32,-0.05,0.11
4.88,0.35,0.63,1.07,2.45,1.47,0.65,0.91,0.48,-0.12,0.65,0.57
-1.06,-0.37,-0.35,-0.93,-0.57,-0.15,-0.36,-0.47,-0.41,-0.1,0,-0.08
-2.2,-1.54,-1.18,-1.42,-0.75,-1.55,-1.01,-0.98,-0.58,-1.71,-1.42,-1.23
0.52,1.13,1.86,0.36,1.09,0.76,1.54,1.6,1.43,0.92,0.84,0.95
-2.6,0.12,0.31,0.22,-0.89,-0.31,-0.2,-0.03,-0.94,0.03,0.52,-0.1
0.02,-0.53,0.13,-0.28,-0.14,0.32,0.33,-0.09,0.2,-0.03,0.19,0.46
1.2,0.35,0.73,-0.08,2.09,0.4,1.19,0.19,0.65,1.05,0.65,0.29
-0.44,0.05,-0.01,0.34,-0.26,-0.86,-0.2,-0.51,0.77,0.46,-0.35,0.17
-0.74,-0.38,-0.84,-0.95,-0.24,-0.36,0,-1.1,-1.07,-1.35,-1.65,-0.54
0.69,-0.35,0.52,0.56,0.35,0.5,0.1,0.2,1.18,-0.09,0.31,0.27
2.57,-0.31,-0.55,-1.12,-0.91,-0.53,-0.24,-0.95,-0.46,-2.14,-0.84,-0.38
0.31,-1.26,-2.08,-1.85,-1.07,-1.6,-1.52,-1.55,-1.47,-1.53,-1.9,-1.11
-0.73,0.47,0.68,1.27,0.58,0.71,-0.12,1.45,0.12,1.03,0.67,1.01
-0.41,0.05,0.27,-0.21,-0.2,0.49,0.16,-0.06,0.43,0,0.7,0.32
-0.83,-0.78,-0.74,-0.67,-1.69,-1.36,-0.98,-1.07,-2.11,-0.6,-1.41,-1.19
-0.24,-0.08,-0.27,0.15,0.2,-0.19,-0.19,-0.12,-0.45,-0.23,-0.03,-0.31
-2.52,0.16,0.68,0.46,0.01,0.36,0.39,1.29,0.04,0.98,0.25,0.39
2.13,0.16,0.11,0.24,0.49,0.42,0.62,0.89,0.67,0.41,0.65,1.21
-1.67,0.11,0.72,-0.62,0,0.02,0.54,0.02,-0.5,0.31,0.23,-0.39
1.8,-0.5,-0.49,-0.89,-0.5,-0.04,-0.51,-0.38,-0.26,-0.35,-0.35,-0.27
-0.89,-0.87,-0.13,0.48,0.59,0.37,0.42,-0.87,-0.71,-0.36,0.09,0.01
-0.76,0.86,0.71,0.84,0.8,0.74,0.48,0.44,1.23,-0.2,0.79,1.01
0.43,-0.4,0.48,-0.24,-0.17,0.12,0.1,0.21,1.07,0.53,0.13,0.05
0.21,1.72,0.57,0.11,0.4,0.82,0.45,0.8,0.33,0.58,0.65,0.44
-3.18,-0.58,0.07,0.16,-0.89,-0.5,-0.62,-0.62,-0.1,-0.56,-0.38,-0.09
0.3,0.23,-0.1,0.02,-0.09,-0.07,0.3,-0.78,0.2,-0.51,0.39,-0.05
2.15,-0.28,0.28,0.16,0.19,0.15,0.29,0.34,0.03,-0.03,-0.18,0.23
-0.79,-0.47,-0.12,-0.94,-0.88,0.02,-0.02,-0.62,-0.33,-0.58,-0.18,-0.22
-2.41,-1.67,-1.4,-0.9,-1.37,-1.13,-1.37,-1.36,-0.9,-0.34,-0.9,-1.01
-0.01,0.21,0.34,0.78,0.96,1.19,0.77,0.97,0.68,0.38,1.04,0.93
-1.08,-0.11,-0.1,0.15,-0.56,-0.06,-0.48,-0.7,0.22,-0.09,0.13,-0.12
0.23,-0.41,-0.94,-0.6,-0.85,-0.51,-0.75,-0.78,-0.25,-0.78,-0.15,-0.58
-0.84,-0.25,0.11,0.32,-0.03,-0.04,0.35,0.44,0.05,-0.47,0.16,0.17
2.3,0.99,0.82,0.34,0.34,0.36,0.88,0.38,-1.01,0.43,0.39,-0.02
-0.73,1.03,0.73,1.29,0.55,1.15,0.47,0.94,-0.91,1.19,1.23,0.39
-1.86,-0.3,-0.36,-1.24,0.13,-0.93,-1.06,-0.77,-0.8,-0.34,-0.77,-0.88
1.37,1.05,0.8,0.79,0.42,0.65,-0.21,0.7,-0.73,0.14,0.84,0.06
-0.76,-0.81,-0.46,-0.76,-0.22,-0.88,-0.44,-1.37,-0.33,-0.49,-0.46,-0.66
0.32,-0.94,-0.23,-0.3,0,-0.17,-0.09,-0.5,-0.3,-0.66,-0.37,0.02
1.69,0.31,0.79,1.36,1.76,0.97,1.3,1.43,0.58,0.87,1.1,1.2
-1.39,-0.19,0.61,0.54,0.54,-0.05,0.12,0.25,0.49,0.43,0,0.21
-1.1,0.03,-0.4,-0.21,-0.18,-0.02,0.1,-0.42,-1.01,0.44,-0.23,-0.64
-0.66,-1.22,-0.57,-0.14,-0.4,-0.43,-1.33,-0.56,-0.43,-0.43,-0.17,-0.45
0.91,0.83,0.51,0.23,0.09,0.24,0.01,-0.17,0.49,0.13,0.33,0.57
-1.09,1.25,-0.19,-0.34,-0.27,-0.03,0.05,-0.19,0.55,0.06,0.12,0.16
-1.26,1.2,0.57,0.94,1.02,0.85,0.67,1.02,1.32,1.11,0.92,0.99
-1.36,0.47,-0.5,0.34,-0.05,-0.59,-0.24,-0.05,-0.57,-0.2,0.05,-0.43
0.48,-0.16,0.73,0.49,-0.03,0.64,0.25,0.46,0.39,0.3,0.68,0.63
1.77,0.49,0.54,0.46,0.3,0.27,0.54,0.33,-0.66,0.3,0.29,0.12
-1.02,-0.64,0.02,-0.35,-0.54,-0.66,-0.9,-1.67,-0.66,-0.56,-1.1,-0.79
-0.79,0.8,-0.38,-0.19,-0.25,-0.34,-0.09,-0.51,-0.71,-0.19,-0.16,-0.25
-0.81,-0.29,-0.71,-0.06,0.88,-0.89,-0.09,-0.35,0.39,0.38,-0.67,-0.06
-2.76,-2.06,-2.01,-2.54,-2.8,-2.36,-2.88,-1.82,-1.08,-2.39,-2.54,-2.15
0.25,0.56,-0.68,-0.13,0.38,0.45,0.33,0.29,-0.26,0.28,0.76,0.34
-3.69,0.78,0.88,1.35,-0.66,-0.33,0.02,0.2,0.14,0.28,-0.08,0.6
-0.16,0.32,-0.55,-0.74,-0.46,-0.46,-0.03,-0.24,1.08,-0.23,-0.58,-0.11
-3.72,-0.22,-0.48,-0.76,-0.58,-1.06,-0.75,-0.5,0.14,0.01,-0.06,-0.37
1.79,-0.6,-0.34,-0.24,-0.45,-0.35,-0.42,0.37,1.82,0.72,-0.34,0.53
-3.67,-1.58,-1.3,-2.37,-1.6,-2.44,-3.17,-1.76,-0.73,-1.31,-1.96,-1.68
2.07,-0.17,0.49,0.72,0.19,-0.11,1.26,0.58,-0.89,0.49,0.87,0.29
-0.92,2.21,1.09,1.23,-0.24,1.28,1.23,1.6,0.74,1.19,1.6,1.24
-0.16,1.62,1.43,0.78,0.62,1.06,1.8,1.32,0.4,1.2,1.15,1.14
2.51,-0.27,0.27,0.33,0.18,0.4,-0.09,-0.38,0.05,-0.26,0.8,0.47
-3.26,-0.69,-0.6,-1.56,-0.95,-1.12,-0.89,-1.19,-0.17,-0.88,-0.66,-0.19
-1.47,-0.28,-0.2,0.15,0.81,-0.06,-0.42,0.44,1.46,0.72,0.82,0.78
-2.89,-0.51,-0.63,-0.26,-0.53,-0.48,0.18,-0.37,-0.96,-0.95,-0.12,0.05
-3.7,-1.19,-0.79,-0.6,0.35,-1.04,-0.38,-0.9,-0.97,-0.8,-1.01,-0.01
0.23,-0.7,-0.5,-0.2,-0.82,-0.24,-0.31,0.33,-0.85,-0.32,-0.51,-0.47
-2.62,0.11,0.25,0.94,-0.8,-0.81,-0.05,-0.9,0.1,0.81,-0.03,-0.18
0.19,-1.78,-1.07,-1.39,-1.95,-0.17,-0.45,-1.18,-1.32,-1.54,-0.5,-0.6
-2.53,-0.98,-1.51,-1.77,-1.74,-1.42,-1.94,-1.67,-0.33,-1.02,-1.35,-1.08
-2.87,-1.37,-1.77,-1.02,-0.87,-1.03,-1.27,-1.24,1,-1.22,-1.35,-0.74
2.94,0.7,0.69,1.3,0.55,0.89,1.37,1.74,0.88,0.47,0.53,1.23
3.34,1.03,1.14,1.43,0.67,0.66,1.35,2.53,0.42,0.76,0.13,0.74
-2.09,1.2,0.77,0.66,0.36,0.55,0.18,-0.62,0.05,0.57,0.11,0.12
-2.66,0.32,-0.3,0.63,-0.45,0.05,0.24,0.93,0.71,0.6,0.67,-0.15
-3,-1.23,-1.64,-1.03,-1.21,-1.04,-0.5,-0.34,-0.34,-0.67,-0.65,-0.35
-0.87,0.49,0.01,0.24,-1.12,-0.7,-0.25,0.02,-1.49,0.44,0.01,-0.14
-1.2,0.45,1.14,-0.87,1.24,0.89,0.44,0.3,0.18,0.23,0.23,0.36
3.49,-0.77,-1.25,-0.51,-0.01,-0.35,-0.41,-0.03,-0.32,-1.74,-1.72,-0.88
-3.12,0.07,-0.23,-0.7,-0.83,-0.71,-0.18,-1.39,0.37,-0.66,-0.66,-0.36
6.63,1.01,1.38,2.21,2.8,1.65,1.23,1.91,0.56,0.43,1.03,1.31
-1.02,3.75,-1.83,-0.37,-0.98,-1.56,-1.91,-0.58,0.37,-0.92,-1.07,-0.98
2.66,-3.04,-0.19,0.44,-0.27,0.35,-0.31,-0.28,1.6,-0.08,0.21,0.07
-2.98,0.73,0.68,-0.12,1.1,-0.65,-0.02,-0.41,-0.2,-0.06,-0.29,-0.14
-0.85,1.63,0.79,1.04,-0.35,0.33,0.97,0.94,1.09,0.36,0.05,0.43
-0.55,0.51,0.45,0.37,0.89,0.58,0.22,0.32,0.64,0.54,0.84,0.6
0.1,-0.84,-0.72,0.33,-0.88,-1.12,-0.24,-0.42,-0.59,-0.79,-0.76,-0.35
-3.81,0.02,-1.18,-0.17,-1.52,-0.79,-0.78,-1.24,-0.06,-0.51,-0.92,-0.85
-2.78,-2.12,-1.96,-2.2,-1.75,-2.46,-2.7,-2.62,-1.2,-2.31,-2.63,-2.24
-3.83,-0.84,-1.57,-1.42,-1.79,-1.47,-2.42,-2.04,-0.95,-2.19,-1.11,-2.95
-5.57,-3.68,-3.97,-3.87,-4.05,-3.13,-3.39,-3.52,-3.25,-2.94,-3.57,-3.9
-0.23,0.22,0.29,-1.56,-0.76,-0.47,-0.8,-1.15,-2.2,0.04,0.1,-1.17
2.09,2.95,1.73,1.4,2.98,2.23,2.44,2,1.55,2.38,1.91,3.68
8.22,3.09,1.94,2.35,1.86,2.43,2.18,2.14,1.53,1.9,2.28,2.4
5.82,-0.95,0.98,0.55,2.24,1.22,1.59,1.04,0.49,0.52,1.21,0.23
4.36,0.01,0.15,0.76,0.79,0.84,-0.02,0.17,-0.9,-0.08,-0.12,-0.74
-4.32,-1.45,-2.1,-1.7,-2.8,-2.18,-2.75,-2.74,-2.39,-1.5,-1.94,-2.91
0.23,1.9,1.64,1.75,-0.11,0.96,1.08,1.42,0.03,1.41,1.32,1.81
0.77,0.64,-0.09,0.9,0.01,0.73,0.19,-0.01,0.18,-0.22,-0.08,0.17
-1.3,-0.72,-0.19,-0.88,-0.69,-0.94,-1.23,-0.46,-1.32,-0.05,-0.2,-1.39
1.38,-0.93,1.69,2.18,1.02,2.06,1.47,1.57,2.09,1.59,2.08,2.52
-3.35,-2.04,-0.85,-0.61,0.13,-0.85,-0.81,-1.12,-0.96,-1.51,-0.79,-1.34
0.83,-0.14,0.29,-0.45,-0.33,0.14,-0.31,0.45,-0.22,-0.49,0.49,0.49
-3.22,0.63,-0.19,0.22,1.01,-0.28,0.29,0.42,0.45,0.22,0.49,0.44
-2.52,-0.49,-0.58,-0.14,-0.8,-0.61,-1.15,-0.79,0.05,-0.28,-0.37,-0.41
1.9,1.5,1.35,0.91,0.3,1.1,1.41,1.61,0.68,0.3,0.92,1.22
4.97,1.89,0.82,0.82,0.68,1.16,1.51,1.22,1.25,0.9,0.5,0.84
0.21,-0.54,0.75,-0.03,-1.31,-0.08,-0.68,0.08,1,0.3,0.98,-0.17
0.81,-1.83,-1.34,-1.76,-2.17,-1.52,-1.25,-1.96,-0.47,-1.53,0.99,-1.62
-1.72,0.38,-0.29,-0.38,-0.39,-0.24,0.74,-0.11,0.22,0.16,-1.17,0.36
-1.68,-0.96,-1.19,-1.76,-0.64,-1.54,-3.05,-2.38,-1.16,-0.88,-1.69,-1.29
-3.33,-1.16,-0.57,-0.74,-0.5,-1.04,-1.25,-1.57,-0.16,-0.15,-0.44,-0.27
0.73,-0.11,0.04,0.04,-0.7,-0.3,-0.57,-1.01,0.64,-0.63,-0.51,-0.36
-2.3,-1.04,-1.38,-1.02,-0.58,-0.93,-0.51,-0.86,0.42,-1.29,-2.37,-0.22
-5,-3.3,-2.5,-3.21,-1.63,-2.37,-1.98,-1.78,-0.84,-2.94,-3.8,-2.63
-0.14,-1.04,-1.12,-1.26,-0.94,-0.33,0.16,-0.08,-0.4,-0.63,-1.56,-0.07
1.02,1.94,1.21,1.6,1.26,1.79,2.03,0.58,1.64,1.08,1.7,1.88
0.45,-0.62,0.47,0.16,-0.76,-1.14,-0.1,-0.14,-0.53,-0.73,-0.5,0.13
5.89,-0.96,0.77,1.28,1.31,1.99,0.95,1.34,1.98,1.33,2.15,1.49
5.74,2.26,2.82,3.47,3.17,2.78,3.12,3.18,1.52,1.89,2.3,1.93
6.85,-1.42,-0.17,0.36,0.26,0.73,0.34,-0.23,-0.77,-0.81,-0.69,-0.43
1.17,0.8,1.52,2.41,2.02,1.39,2.21,1.21,0.39,0.53,1.5,0.94
3.69,1.63,0.82,1.45,1.52,1.39,1.36,1.8,1.43,1.35,0.78,0.84
0.05,-0.35,0.27,0.4,-0.31,-0.12,0.73,0.91,-0.75,-0.02,0.81,0.12
-4.52,-0.3,-0.34,-0.52,-0.36,-0.95,-0.46,-0.39,0.59,-0.31,-0.38,0.06
-1.65,-0.66,-0.2,-1.35,-0.94,-0.91,-1.28,-1.67,-0.54,-1.05,-1.19,-0.74
0.44,-1.66,-0.61,-1.52,-0.72,0.08,-0.94,-0.79,0.08,-1.76,-0.59,-0.6
2.53,1.07,1.59,1.52,0.67,1.39,0.82,1.72,1.94,1.4,2.56,1.56
-0.57,0.58,-0.07,-1.15,-0.5,-0.59,-0.59,-0.82,0.05,0.87,-0.07,0.36
-3.43,0.35,-0.08,-0.22,-0.93,-0.13,0.4,0.1,0.18,0.49,0.1,0
1.12,-0.08,0.58,1.19,0.66,0.7,-0.42,0.81,0.26,0.07,-0.33,-0.15
-2.73,-1.82,-1.54,-1.15,-1.23,-1.16,-1.28,-1,-1.2,-1.72,-1.45,-0.74
0.64,0.1,0.72,0.98,2.76,1.64,0.72,0.03,0.83,-0.32,0.12,1.5
-0.43,-3.88,0.32,0.36,-0.02,0.97,1.71,1.1,-1.55,-0.68,1.11,1.09
-4.1,-0.19,-0.9,-1.49,0.18,-1.01,0.24,-0.98,-0.02,-0.21,-0.49,-0.2
-3.82,-1.4,-1.39,-2.24,-0.7,-1.62,-2.25,-3.36,-0.98,-1.39,-1,-0.42
3.99,3.06,2.67,2.78,2.78,2.48,2.77,0.74,0.31,2.84,2.52,1.43
0.04,-0.35,-1.04,-1.5,-2.23,-1.26,-1.36,0.92,-0.64,-1.31,-0.77,-0.2
0.48,0.2,-0.31,0.32,0.55,0.15,0.6,1.04,0.53,-0.49,-0.26,-0.42
2.98,0.77,1.78,1.18,1.27,2.26,2.51,1.64,0.34,1.64,2.48,1.25
3.49,0.76,0.18,0.23,0.14,0.88,0.6,0.46,0.16,1.3,0.61,0.32
-0.71,-0.63,-0.09,0.03,-0.81,-0.08,0.42,-0.74,0.67,-1.18,0.32,-0.26
-0.79,1.27,0.03,-0.18,-0.93,-0.13,-0.38,-0.04,-0.76,0.28,-0.64,-0.08
0.37,-0.76,-1.29,0.39,0.14,0.72,0.5,1.15,-3.02,-0.17,0.85,0.14
-1.05,-2.23,-0.97,-1.18,-1.32,-1.31,-1.7,-1.66,-0.29,-2.15,-0.59,-0.95
-1.02,-0.22,-1.41,0.95,0.18,-0.77,0.42,-0.17,1,0.13,-0.37,0.13
-3.72,-3.34,-0.57,0.38,-0.41,-0.9,-0.48,-1.01,0,-1.67,-0.92,-0.43
-3.32,-0.02,-1.56,-2.21,-2.32,-1.83,-2.3,-2.01,-1.68,-1.1,-1.62,-1.45
0.49,-4.24,-1.84,-0.44,-0.6,-0.47,-0.1,-0.26,-0.35,-3.33,-0.77,-1.07
3.18,0.24,0.59,1.27,0.73,0.73,0.89,0.82,1.84,0.25,0.18,1.39
-2.01,-1.4,-0.57,-0.94,-0.19,-0.66,-1.09,-0.23,-1.79,-0.51,-0.29,-0.11
1.25,2.15,0.96,1.67,2.56,1.45,2.17,1.12,1.05,1.16,1.02,1.61
-2.72,0.96,0.12,0.28,-0.22,0.14,-0.13,0.53,0.44,-1.06,0.01,-0.13
-2.02,1.19,0.84,0.09,0.95,0.57,0.56,0.22,0.23,1.88,0.67,0.35
0.23,1.11,0.76,0.66,0.93,0.28,0.26,-0.25,-0.17,0.87,0.63,-0.01
3.52,0.86,0.61,1.76,0.76,0.62,0.92,0.71,0.51,0.93,0.7,0.21
-0.25,0.57,0.69,0.64,-0.16,0.67,0.97,0.03,-0.45,1.67,1.15,0.09
-1.92,-0.11,-0.34,0.13,-0.04,0.47,0.37,0.27,-0.09,0.35,0.81,0.09
0.06,-1.21,0.33,0.2,-0.84,0.45,-0.13,-0.39,0.38,-1.64,-0.04,-0.47
0.13,1.11,0.54,1.13,2,0.76,0.73,0.77,0.48,0.24,0.38,0.97
-3.71,0.19,-0.44,-1.43,-1.42,-0.46,-1.57,-1.34,-2,0.08,-0.9,-1.01
1.09,-2.69,-1.17,-1.53,-1.1,-1.11,-2.4,-1.62,-1.31,-1.51,-1.63,-1.5
-3.95,0.85,0.42,0.4,0.78,0.61,1.08,-0.06,0.01,1.23,0.6,1.87
-7.17,0.07,-1.01,-1.74,-1.05,-1.71,-1.38,-1.47,-1.03,-0.73,-1.93,-0.84
0.53,0.31,-1,-1.88,-1.23,-0.85,-1.38,-1.98,0.12,-0.04,0.09,-0.59
0.72,1.17,-0.85,-1.08,-0.54,-0.56,-0.61,-0.19,0.38,-0.17,-1.26,-0.83
1.46,-0.22,0.65,1.42,1.61,0.56,-0.49,0.63,-1.25,0.39,0.68,0.3
-4.64,-1.88,-1.06,-2.1,-1.62,-1.79,-2.43,-2.62,-1.36,-1.82,-2.46,-2.03
-2.99,-0.69,-0.57,-1.2,-0.77,-0.92,-1.39,-0.94,-0.26,-1.05,-1.19,0.29
2.59,-0.02,0.86,1.04,-0.65,0.41,0.9,0.8,1.22,0.58,1.3,1.1
-2.06,1.67,1.53,2.11,1.04,1.54,1.58,1.73,2.02,1.43,1.68,1.47
-3.06,-1.32,-0.69,-1.64,-1.06,-0.61,-2.2,-2.12,-0.25,-1.62,-0.51,-1.46
-1.43,-0.93,-1.11,-1.08,-1.33,-0.64,-0.44,-2.11,-0.35,-0.49,-0.61,-1.7
-1.65,-0.5,0.33,0.47,1.5,0.98,1,0.83,0.66,0.78,0.7,0.74
1.59,0.94,1.04,0.99,0.46,0.86,1.21,1.66,1.16,1.41,0.45,0.89
9.36,1.1,1.48,1.82,1.57,1.38,1.73,1.6,2.09,0.81,1.3,1.3
-0.79,-0.58,-0.34,0.1,0.45,0.47,0.4,0.03,-0.09,-0.21,0.27,-0.11
-4.63,-0.65,-0.38,-1.04,-1.22,-1.05,-0.92,-1.14,0.35,-0.77,-0.74,-0.28
1.53,0.89,1.03,0.83,0.63,0.81,0.58,0.82,0.49,1.09,0.77,1.05
-2.32,0.09,-0.41,-0.23,-1.25,-0.58,-0.89,-1.2,-0.38,-0.86,-0.7,-0.74
4.88,-1.3,-0.64,-0.12,-1.43,-0.94,-1.04,-0.19,-0.67,-0.49,-0.72,-0.92
0.05,-0.75,-1.09,-1.48,-0.22,-0.9,-1.23,-1.39,-0.47,-0.94,-1.93,-1.59
-1.6,-0.05,-0.37,-0.76,0.99,-0.51,-1.42,-0.74,0.59,0.5,-0.14,0.12
-5.28,-1.34,-0.82,-1.34,-0.08,-1.7,-2.38,-2.03,-0.72,-1.51,-1.84,-1.35
-4.3,-1.37,-2.43,-3.71,-2.72,-3.23,-3.92,-3.43,-1.1,-1.47,-3.27,-2.44
-0.48,-2.24,-1.64,-1.51,-3.97,-1.53,-1.6,-1.31,0.2,-2.52,-1.29,-1.11
-4.83,0.07,-1.24,-0.66,-1.54,-0.76,-0.33,-0.81,0.02,0.48,-1.69,-0.06
-3.71,1.08,0.06,-0.22,-0.26,0.24,-0.27,-0.06,-1.02,0.6,0.03,0.72
-4.73,-1.97,-2.2,-3.51,0.89,-2.95,-4.61,-3.36,-1.07,-2.34,-3.74,-2.67
3.92,-0.36,0.11,1.04,0.92,1.53,0.66,1.28,2.51,0.8,1.8,1.65
-4.73,-1.69,-1.76,-1.49,-1.88,-2.43,-2.02,-1.75,-1.8,-1.56,-2.04,-2.14
-6.28,-1.03,-1.29,-2.38,-0.47,-1.53,-1.77,-1.61,0.66,-1.18,-1.61,-0.2
-2.1,0.51,0.78,-0.82,-0.01,0.06,0.61,0.05,-1.39,0.09,0.45,-0.94
7.89,1.5,1.46,0.87,0.42,1,1.01,1.71,0.82,1.29,0.55,0.45
5.68,1.72,1.7,2.53,2.01,2.43,1.68,2.23,3.21,2.07,2.51,2.08
-7.37,-1.46,-1.08,-2.57,-2.59,-1.97,-2.08,-2.26,-2.01,-2.29,-1.75,-1.71
5.72,2.38,1.65,2.48,3.48,2.12,1.56,3.6,1.86,2.09,1.13,1.52
0.94,-1.11,-1.56,-1.32,-1.95,-0.39,-1.15,-1.42,-0.04,-1.48,-1.74,-1.11
4.15,1.84,-0.06,0.41,0.35,-0.15,0.09,-0.62,1.91,0,-0.75,0.49
4.35,4.22,2.63,3.5,3.11,3.45,2.19,3.5,2.47,2.55,2.39,2.57
-3.5,-0.62,0.01,-0.69,-0.16,-0.6,-0.1,0.25,0.58,0.49,0.24,-0.04
-4.38,0.11,-1.47,-2.28,-2,-2.52,-2.77,-3.2,-0.06,-1.31,-2.41,-2
4.5,0.42,0.64,-0.09,0.95,0.78,-0.19,1.02,1.55,-0.74,0.04,0.46
0.99,-2.03,0.84,0.85,3.12,1.59,2.53,3.27,-0.72,0.12,0.79,0.27
-3.63,-3.56,-0.44,-2.56,-1.81,-2.02,-1.97,-1.96,-0.38,-2.69,-3.28,-2.06
-4.35,-1.28,-1.38,-3.07,-0.18,-1.82,-1.42,-0.68,-0.51,-1.41,-3.24,-1.51
-3.64,0.34,-0.58,-0.45,-0.74,-1.02,-0.68,-0.26,-0.3,-0.91,-1.11,-0.09
-0.89,-0.28,-0.31,0.32,0.63,-0.46,0.44,-0.44,0.19,0.05,0.27,0.01
-2.13,-0.95,-1.27,-1.78,-0.69,-1.06,-0.81,-1.77,-1.74,-0.47,-0.76,-1.17
2.58,2.92,0.52,2.27,1.79,1.3,3.03,2.08,0.36,2.63,1.99,1.98
-0.2,3.26,2.67,2.36,2.3,2.56,2.81,2.41,0.7,3.02,2.71,1.78
5.54,2.36,2.36,2.6,1.11,2.13,2.28,1.96,0.84,2.37,2.38,1.75
-3.41,-0.57,0.24,-1.03,0.58,-0.03,-0.39,0.22,1.23,-0.37,-0.81,-0.51
-2.24,-1.05,0.56,-0.03,-0.47,0.01,-0.55,-0.69,-0.95,-0.43,0.54,0.06
4.69,1.18,1.94,1.35,2.11,1.31,2.86,2.64,1,1.17,1.36,1.43
-4.75,-0.11,-1.02,-0.19,-0.89,-0.75,-1.44,-1.74,-0.61,0.28,-1.36,-1.22
0.42,1.27,0.93,1.27,0.47,1.27,0.15,0.48,0.93,0.7,0.97,0.53
-0.24,1.94,0.07,0.89,1.65,0.49,1.33,0.3,0.75,0.82,0.63,1.1
3.86,0.71,1.08,1.71,1.04,1.05,1.47,0.46,-2.19,0.51,1.23,-0.01
0.83,0.28,0.16,-0.31,0.88,0.69,0.99,-0.18,0.56,0.11,-0.23,-0.69
3,1.39,1.41,2.57,2.31,1.86,2.85,1.72,-0.03,1.16,2.09,2.34
5.79,1.47,1.25,0.85,2.2,1.35,0.77,0.66,1.58,0.79,1.63,0.54
7.91,1.18,0.92,1.22,0.76,0.84,2.66,2.42,0.7,0.88,0.73,0.51
8.16,-0.55,0.48,-0.3,1.16,0.7,0.95,1.58,1.05,1.53,0.64,0.37
11.43,2.06,0.92,2.23,1.13,1.68,2.02,2.01,0.75,1.39,1.88,0.21
-8.68,-2.19,-1.62,-1.42,-2.27,-2.25,-2.15,-3.31,-0.48,-1.03,-2.36,-1.27
3.74,0.65,0.37,1.44,0.94,1.04,1.16,1.82,0.77,0.73,0.44,0.5
